Release 14.7 - par P.20131013 (lin64)
Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

Wed May 22 04:31:47 2024


INFO: The IO information is provided in three file formats as part of the Place and Route (PAR) process.  These formats are:
1. The <design name>_pad.txt file (this file) designed to provide information on IO usage in a human readable ASCII text format viewable through common text editors.
2. The <design namd>_pad.csv file for use with spreadsheet programs such as MS Excel. This file can also be read by PACE to communicate post PAR IO information.
3. The <design name>.pad file designed for parsing by customers.  It uses the "|" as a data field separator.

INPUT FILE:       reg1_map.ncd
OUTPUT FILE:      reg1_pad.txt
PART TYPE:        xc7vx330t
SPEED GRADE:      -2
PACKAGE:          ffg1157

Pinout by Pin Number:

+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|Pin Number|Signal Name    |Pin Usage|Pin Name                    |Direction|IO Standard|IO Bank Number|Drive (mA)|Slew Rate|Termination|IOB Delay|Voltage  |Constraint|IO Register|Signal Integrity|
|N3        |               |IPAD     |MGTHRXN0_117                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|N4        |               |IPAD     |MGTHRXP0_117                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|N5        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N6        |               |         |MGTVCCAUX_G11               |         |           |              |          |         |           |         |         |          |           |                |
|N7        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N8        |               |         |TDO_0                       |         |           |              |          |         |           |         |         |          |           |                |
|N9        |               |         |TMS_0                       |         |           |              |          |         |           |         |         |          |           |                |
|N10       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|N11       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N12       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|N13       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N14       |               |         |VCCAUX_IO_G3                |         |           |              |          |         |           |         |1.8      |          |           |                |
|N15       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N16       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|N17       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N18       |               |         |VCCBRAM                     |         |           |              |          |         |           |         |         |          |           |                |
|N19       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N20       |               |         |VCCAUX_IO_G1                |         |           |              |          |         |           |         |1.8      |          |           |                |
|N21       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N22       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|N23       |               |IOB18    |IO_0_VRN_17                 |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|N24       |               |IOB18M   |IO_L1P_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|N25       |               |IOB18S   |IO_L1N_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|N26       |               |         |VCCO_17                     |         |           |17            |          |         |           |         |1.80     |          |           |                |
|N27       |               |IOB18M   |IO_L2P_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|N28       |               |IOB18S   |IO_L2N_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|N29       |               |IOB18M   |IO_L7P_T1_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|N30       |               |IOB18S   |IO_L7N_T1_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|N31       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|N32       |data_in_2<0>   |IOB      |IO_L19N_T3_VREF_17          |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|N33       |data_in_2<5>   |IOB      |IO_L22P_T3_17               |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|N34       |data_in_2<6>   |IOB      |IO_L22N_T3_17               |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|P1        |               |OPAD     |MGTHTXN3_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|P2        |               |OPAD     |MGTHTXP3_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|P3        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P4        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P5        |               |IPAD     |MGTREFCLK1N_117             |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|P6        |               |IPAD     |MGTREFCLK1P_117             |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|P7        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P8        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P9        |               |         |VCCBATT_0                   |         |           |              |          |         |           |         |         |          |           |                |
|P10       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P11       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|P12       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P13       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|P14       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P15       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|P16       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P17       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|P18       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P19       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|P20       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P21       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|P22       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P23       |               |         |VCCO_17                     |         |           |17            |          |         |           |         |1.80     |          |           |                |
|P24       |               |IOB18M   |IO_L4P_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|P25       |               |IOB18S   |IO_L4N_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|P26       |               |IOB18M   |IO_L6P_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|P27       |               |IOB18S   |IO_L6N_T0_VREF_17           |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|P28       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|P29       |data_out_2<121>|IOB      |IO_L12P_T1_MRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|P30       |data_out_2<122>|IOB      |IO_L12N_T1_MRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|P31       |data_out_2<120>|IOB      |IO_L11N_T1_SRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|P32       |data_out_2<135>|IOB      |IO_L19P_T3_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|P33       |               |         |VCCO_17                     |         |           |17            |          |         |           |         |1.80     |          |           |                |
|P34       |data_in_2<10>  |IOB      |IO_L24N_T3_17               |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|R1        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R2        |               |         |MGTAVTT_G10                 |         |           |              |          |         |           |         |         |          |           |                |
|R3        |               |IPAD     |MGTHRXN3_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|R4        |               |IPAD     |MGTHRXP3_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|R5        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R6        |               |         |MGTVCCAUX_G10               |         |           |              |          |         |           |         |         |          |           |                |
|R7        |               |         |NC                          |         |           |              |          |         |           |         |         |          |           |                |
|R8        |               |         |NC                          |         |           |              |          |         |           |         |         |          |           |                |
|R9        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R10       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|R11       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R12       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|R13       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R14       |               |         |VCCAUX_IO_G3                |         |           |              |          |         |           |         |1.8      |          |           |                |
|R15       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R16       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|R17       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R18       |               |         |VCCBRAM                     |         |           |              |          |         |           |         |         |          |           |                |
|R19       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R20       |               |         |VCCAUX_IO_G1                |         |           |              |          |         |           |         |1.8      |          |           |                |
|R21       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R22       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|R23       |               |IOB18M   |IO_L3P_T0_DQS_17            |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|R24       |               |IOB18S   |IO_L3N_T0_DQS_17            |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|R25       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|R26       |data_out_2<127>|IOB      |IO_L15P_T2_DQS_17           |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|R27       |data_out_2<128>|IOB      |IO_L15N_T2_DQS_17           |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|R28       |data_out_2<123>|IOB      |IO_L13P_T2_MRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|R29       |data_out_2<124>|IOB      |IO_L13N_T2_MRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|R30       |               |         |VCCO_17                     |         |           |17            |          |         |           |         |1.80     |          |           |                |
|R31       |data_out_2<119>|IOB      |IO_L11P_T1_SRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|R32       |data_out_2<116>|IOB      |IO_L9N_T1_DQS_17            |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|R33       |data_in_2<9>   |IOB      |IO_L24P_T3_17               |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|R34       |data_in_2<4>   |IOB      |IO_L21N_T3_DQS_17           |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|T1        |               |OPAD     |MGTHTXN2_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T2        |               |OPAD     |MGTHTXP2_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T3        |               |         |MGTAVTT_G10                 |         |           |              |          |         |           |         |         |          |           |                |
|T4        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T5        |               |IPAD     |MGTREFCLK0N_116             |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T6        |               |IPAD     |MGTREFCLK0P_116             |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|T7        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T8        |               |         |INIT_B_0                    |         |           |              |          |         |           |         |         |          |           |                |
|T9        |               |         |CCLK_0                      |         |           |              |          |         |           |         |         |          |           |                |
|T10       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T11       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|T12       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T13       |               |         |VCCAUX                      |         |           |              |          |         |           |         |1.8      |          |           |                |
|T14       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T15       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|T16       |               |         |GNDADC_0                    |         |           |              |          |         |           |         |         |          |           |                |
|T17       |               |         |VCCADC_0                    |         |           |              |          |         |           |         |         |          |           |                |
|T18       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T19       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|T20       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T21       |               |         |VCCAUX                      |         |           |              |          |         |           |         |1.8      |          |           |                |
|T22       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T23       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|T24       |               |IOB18M   |IO_L5P_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|T25       |               |IOB18S   |IO_L5N_T0_17                |UNUSED   |           |17            |          |         |           |         |         |          |           |                |
|T26       |data_out_2<134>|IOB      |IO_L18N_T2_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|T27       |               |         |VCCO_17                     |         |           |17            |          |         |           |         |1.80     |          |           |                |
|T28       |data_out_2<130>|IOB      |IO_L16N_T2_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|T29       |data_out_2<125>|IOB      |IO_L14P_T2_SRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|T30       |data_out_2<126>|IOB      |IO_L14N_T2_SRCC_17          |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|T31       |data_out_2<115>|IOB      |IO_L9P_T1_DQS_17            |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|T32       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|T33       |data_in_2<3>   |IOB      |IO_L21P_T3_DQS_17           |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|T34       |data_in_2<8>   |IOB      |IO_L23N_T3_17               |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|U1        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U2        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U3        |               |IPAD     |MGTHRXN2_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|U4        |               |IPAD     |MGTHRXP2_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|U5        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U6        |               |         |MGTAVCC_G10                 |         |           |              |          |         |           |         |         |          |           |                |
|U7        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U8        |               |         |PROGRAM_B_0                 |         |           |              |          |         |           |         |         |          |           |                |
|U9        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U10       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|U11       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U12       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|U13       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U14       |               |         |VCCAUX_IO_G3                |         |           |              |          |         |           |         |1.8      |          |           |                |
|U15       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U16       |               |IPAD     |VN_0                        |UNUSED   |           |0             |          |         |           |         |         |          |           |                |
|U17       |               |IPAD     |VP_0                        |UNUSED   |           |0             |          |         |           |         |         |          |           |                |
|U18       |               |         |VCCBRAM                     |         |           |              |          |         |           |         |         |          |           |                |
|U19       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U20       |               |         |VCCAUX_IO_G1                |         |           |              |          |         |           |         |1.8      |          |           |                |
|U21       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U22       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|U23       |data_in_2<11>  |IOB      |IO_25_VRP_17                |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|U24       |               |         |VCCO_16                     |         |           |16            |          |         |           |         |1.80     |          |           |                |
|U25       |data_out_2<133>|IOB      |IO_L18P_T2_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|U26       |data_out_2<131>|IOB      |IO_L17P_T2_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|U27       |data_out_2<132>|IOB      |IO_L17N_T2_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|U28       |data_out_2<129>|IOB      |IO_L16P_T2_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|U29       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|U30       |data_out_2<88> |IOB      |IO_L8P_T1_16                |OUTPUT   |LVCMOS18*  |16            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|U31       |data_out_2<117>|IOB      |IO_L10P_T1_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|U32       |data_out_2<118>|IOB      |IO_L10N_T1_17               |OUTPUT   |LVCMOS18*  |17            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|U33       |data_in_2<7>   |IOB      |IO_L23P_T3_17               |INPUT    |LVCMOS18*  |17            |          |         |           |NONE     |         |UNLOCATED |NO         |NONE            |
|U34       |               |         |VCCO_17                     |         |           |17            |          |         |           |         |1.80     |          |           |                |
|V1        |               |OPAD     |MGTHTXN1_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|V2        |               |OPAD     |MGTHTXP1_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|V3        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V4        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V5        |               |IPAD     |MGTREFCLK1N_116             |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|V6        |               |IPAD     |MGTREFCLK1P_116             |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|V7        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V8        |               |         |DONE_0                      |         |           |              |          |         |           |         |         |          |           |                |
|V9        |               |         |CFGBVS_0                    |         |           |              |          |         |           |         |         |          |           |                |
|V10       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V11       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|V12       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V13       |               |         |VCCAUX                      |         |           |              |          |         |           |         |1.8      |          |           |                |
|V14       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V15       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|V16       |               |         |VREFN_0                     |         |           |              |          |         |           |         |         |          |           |                |
|V17       |               |         |VREFP_0                     |         |           |              |          |         |           |         |         |          |           |                |
|V18       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V19       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|V20       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V21       |               |         |VCCAUX                      |         |           |              |          |         |           |         |1.8      |          |           |                |
|V22       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V23       |data_out_2<73> |IOB      |IO_0_VRN_16                 |OUTPUT   |LVCMOS18*  |16            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|V24       |               |IOB18M   |IO_L20P_T3_16               |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
|V25       |               |IOB18S   |IO_L20N_T3_16               |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
|V26       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|V27       |               |IOB18M   |IO_L15P_T2_DQS_16           |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
|V28       |               |IOB18S   |IO_L15N_T2_DQS_16           |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
|V29       |               |IOB18M   |IO_L16P_T2_16               |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
|V30       |data_out_2<89> |IOB      |IO_L8N_T1_16                |OUTPUT   |LVCMOS18*  |16            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|V31       |               |         |VCCO_16                     |         |           |16            |          |         |           |         |1.80     |          |           |                |
|V32       |data_out_2<84> |IOB      |IO_L6P_T0_16                |OUTPUT   |LVCMOS18*  |16            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|V33       |data_out_2<85> |IOB      |IO_L6N_T0_VREF_16           |OUTPUT   |LVCMOS18*  |16            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|V34       |data_out_2<76> |IOB      |IO_L2P_T0_16                |OUTPUT   |LVCMOS18*  |16            |12        |SLOW     |           |         |         |UNLOCATED |NO         |NONE            |
|W1        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W2        |               |         |MGTAVTT_G10                 |         |           |              |          |         |           |         |         |          |           |                |
|W3        |               |IPAD     |MGTHRXN1_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|W4        |               |IPAD     |MGTHRXP1_116                |UNUSED   |           |              |          |         |           |         |         |          |           |                |
|W5        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W6        |               |         |MGTAVCC_G10                 |         |           |              |          |         |           |         |         |          |           |                |
|W7        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W8        |               |         |VCCO_0                      |         |           |0             |          |         |           |         |any******|          |           |                |
|W9        |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W10       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|W11       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W12       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|W13       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W14       |               |         |VCCAUX_IO_G2                |         |           |              |          |         |           |         |1.8      |          |           |                |
|W15       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W16       |               |         |DXN_0                       |         |           |              |          |         |           |         |         |          |           |                |
|W17       |               |         |DXP_0                       |         |           |              |          |         |           |         |         |          |           |                |
|W18       |               |         |VCCBRAM                     |         |           |              |          |         |           |         |         |          |           |                |
|W19       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W20       |               |         |VCCAUX_IO_G0                |         |           |              |          |         |           |         |1.8      |          |           |                |
|W21       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W22       |               |         |VCCINT                      |         |           |              |          |         |           |         |1.0      |          |           |                |
|W23       |               |         |GND                         |         |           |              |          |         |           |         |         |          |           |                |
|W24       |               |IOB18M   |IO_L22P_T3_16               |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
|W25       |               |IOB18S   |IO_L22N_T3_16               |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
|W26       |               |IOB18M   |IO_L17P_T2_16               |UNUSED   |           |16            |          |         |           |         |         |          |           |                |
